id,name,followers,popularity,genres
5xbwP7qJPN1fm75oONoPE4,Madagascar 5,30151,39,unknown
6ALKRNwWqJAVA3mFHZVDgN,Sverre Indris Joner,1100,21,musica colombiana instrumental
1XgVoPT2Va5L64LFzskVBW,Mason Williams,13969,38,unknown
1sfYyBwO9iARP7tsE0bq2i,Silverwood Quartet,4483,33,unknown
2TdWlAJcUHu32O3Yld3rsU,Jonathan Jeremiah,64996,42,unknown
74aLweE8FHHf4yN5TWv1GM,HIM,754607,60,dark rock;finnish alternative rock;gothic metal
3mnNKwI2w22DBGcdYix4KA,Barefoot Truth,20087,27,unknown
2nNBTVuxOW6ZpFtxf4vRT5,Lyle Workman,6222,30,unknown
3Q7YE7dr7R4JeUamdBcPr3,School Of Fish,8498,29,jangle pop
2jI9rHOuUAPJEULovOfgyB,Lazlo Bane,11369,33,unknown
3MVrehTlNNnn06iUlj4axN,Daniel Jang,169566,52,pop violin
4HhoBGViOPkEG9Mq4KWfjM,Ceresia,3362,13,pop r&b
3IT9wOWTOtqMLtpg49K7Lk,Tim Janis,34620,49,new age
0ewtVt5r1fMzpKXiUf57ka,Kyli Rae,57,8,unknown
6DndxcJZrA1He1GQU1Vq8q,Erich Bergen,2107,19,unknown
4QTd2YuZS6ShgqWfeREdB3,John Lloyd Young,4404,33,unknown
42dPCbQ02s8peUgGMCdwLK,J. Robert Spencer,2205,38,broadway
0lMNy3FtYMW6TOqAmGZrb6,Daniel Reichard  The Four Seasons,333,18,unknown
0B6qZgSIYLXDgJeDHJ5xuS,Brian Johnson,224,5,unknown
41TGcX4Gl8saiG0wUI4Rkq,Douglas Hodge,1088,30,west end
4MZwP4l2VfGsYn8ERumSol,Natalie Weiss,9248,29,unknown
4A5NGno1SttXk4vB4SLGHo,Marc Shaiman,5185,38,classic soundtrack;deep soundtrack
6u17YlWtW4oqFF5Hn9UU79,Harry Connick  Jr.,541962,50,adult standards;contemporary vocal jazz;lounge;vocal jazz
05tTO01wV9Y7U4U1B4xCBK,SMASH Cast,53773,41,unknown
19YjQcUwdG4DwtQkX7FdyL,Anika Larsen,564,24,unknown
5iEmISzYjAAPXDheLBOmM2,Kate Reinders,26077,30,movie tunes
6OiHleP2bHM18dXq4aZQWt,The Coral,265656,51,britpop
7sjttK1WcZeyLPn3IsQ62L,Noel Gallagher's High Flying Birds,946594,61,britpop
41ZhnBiaqeoe6asIzVDvqP,Serge Devant,19222,38,organic house
0KUPqZsHeQgLr8OF7z2yRj,Tumbleweed Wanderers,2347,9,unknown
3keV7m6cUrDq3Mtkov9xP7,Big L.C.T.,237,4,unknown
5VLQQzAkJrzG7QggE4DVg2,little hurricane,41602,40,modern blues rock;san diego indie
2b23b0MFD3aI6e67JRWgay,Black Bear,4669,21,unknown
3fHiGtbyLj9RZoLureEu31,The Generous Margins,2321,30,vgm instrumental
1fbkVAnlEb34awQtWEDa6W,Jeremy Zuckerman,18749,44,unknown
21tDFddcOFDYmiobTcls2O,In Love With a Ghost,310023,49,kawaii future bass
2jTojc4rAsOMx6200a8Ah1,Zach Farlow,10145,16,unknown
4ZqeEuvKpLniPp2LqyfzPl,Sivik,12403,29,indie poptimism
6vhyWw7hIpvfIY9tE94mzP,Computer Magic,26269,26,metropopolis
6Lll1MPPak4m4vZKuJB264,BRONCHO,93899,47,indie garage rock;norman ok indie;tulsa indie
68P0lbYKfLsnasDNDgA3sQ,Funeral Suits,44330,28,shimmer pop
4Sw0SFu1fFdYXdAEVdrqnO,Mount Eerie,143629,44,art pop;chamber pop;lo-fi;melancholia;noise pop;slowcore;washington indie
0ZVP3hnAdvGoLxTzEVEf6Z,Evy Jane,2824,9,unknown
5ikWl4mjoiFlLPvkFRZETq,Trevor Morris,81024,55,canadian soundtrack;scorecore;soundtrack;video game music
5Q2nBzXfyXGIEf8KpHqeHn,Vince DiCola,26518,48,unknown
1EowJ1WwkMzkCkRomFhui7,RADWIMPS,4121094,73,j-pop;j-rock;visual kei
7N2TdWvsslq0dX353yNlop,DJ Kutt Throat,1913,15,unknown
2Xw9Rf5af9TPdhvWaHMUPN,Makonnen,780,4,unknown
6OlAT1SEcIbALbMy6Z5TVL,DJ DMD,41432,33,dirty texas rap
5qV4l2dMa9iMBoc4z3tAZ0,Sound Providers,12966,19,jazz rap
0vcAfuqLXfoxXlxLsYubnK,Arsonal da Rebel,18012,27,battle rap;new jersey underground rap
3kb5Da0lPehCHCE5SVLNQk,Hillsong Chapel,100691,47,deep ccm;world worship;worship
0dq2CLxr44G8htUf1LHpwM,WoW,4796,7,unknown
0b4X4V2wj998jBq0fu1cuy,Kaleo,3114,1,unknown
6gNyTUiUs4Qtkz6sfSsURU,Chris Lizotte,1581,13,unknown
4DUDkDPzQKnw4O01Yg6PL9,Robbie Reider,77,11,unknown
7vGfGzlkAiKT1TRaPkmzA8,Ryan Delmore,1187,12,unknown
7cvnCTBvMm6OvTutfCpxjL,Vineyard Worship,54676,42,deep ccm;world worship;worship
5jzUJxm0aGFCKzIhTv9qLc,Maranatha! Promise Band,16909,33,classic praise
6B3vy1MLQcPgEOWk379cHb,Generation Unleashed,45254,18,unknown
5eOl04e1GqbTrlIATB6WsI,Joel Engle,568,5,unknown
67Bvv2wUyCph0smNq72LrK,Tommy Walker,57215,35,classic praise;swiss worship
67OFzndMlzj7cDF2BqnwYe,Maranatha! Music,89274,52,classic praise;messianic praise;world worship
1CGxlU3N3Nk3uCEoYhj9oX,Maranatha! Gospel,5549,20,gospel r&b
6CDJjCW8qVphiyxVukKdOa,Maranatha! Praise Band,36363,46,classic praise
09LV3PoRCBuphbxYFEx8eh,Suzy Jones,8241,18,pop soul
4AbRZCdZWw8qioHDpEmojJ,Seabird,15631,20,unknown
4xagn0YxAGuzFesJr09Cyb,V3,3726,9,gospel r&b
1i6bV1rRKRPTyssKZuLfwS,Mighty Clouds Of Joy,73032,31,gospel;praise
5XUiLFn8nlHBdfkITsHv7s,Lamar Campbell & Spirit Of Praise,5530,31,praise
53EJa8pY6xx3HFCJVSqZde,LaRue Howard,11461,21,contemporary gospel
1PIrIKz5iYKKrsVz0gxdZx,Paz Aguayo,20776,30,latin worship
45ofU8JjddtvjfP1UXV7um,Ayrton Day,46272,43,latin worship
57swDg4BNcQS73YIJCchnf,Todd Agnew,52822,30,ccm;christian alternative rock;christian music
5UmeRtxfJxx9iUnyUP8dFm,Ronald Jenkees,81993,34,unknown
0DRjWD89m5B2XsOFphVngO,Thomas Vx,1824,9,unknown
6yIDcMCFTML6BIt9hmo89u,Daniel Tera,912,12,nordic house
1NiqyCNYaJnuKVTMFlWYVx,Doctor Vox,25279,23,gaming edm
7y2jKZBgvt5YV9jpKQUN5a,Dex Arson,64305,37,speedrun
5fpAK2NKtdeWxcqN3N6qTh,The Duke's Men,2680,14,college a cappella
0steWfkS4hwaErh84SlHMW,The Virginia Gentlemen,2283,23,college a cappella
6niRXUE5IPchgYvYD8Ck00,Nikki Ocean,1974,40,coverchill;jazz pop
0avfu59aaLpixKGba6Fiw2,Ruby the RabbitFoot,5126,19,unknown
6kbChhuWksQf9Dy7udIQzs,Yip Deceiver,1640,3,unknown
6AwwLwgIsTIXZ8kHWaZUj5,Sandesh Shandilya,1744373,54,afghan pop;filmi;modern bollywood
5HgB3r11CTMckYeopesztP,Bobby-Imran,426724,49,modern bollywood
62mCohf6aiF3nryWghwCxM,Ghulam Ali,1871146,51,classic bollywood;classic pakistani pop;filmi;ghazal;sufi
6tDbydAljjt6gbWl7F9yFc,Ajay Singha,20829,43,indian instrumental
7sntqdL07LSVjtlbVJgoui,Meena,4260,20,classic female blues
71oGOxg5ez52Hh1Ye41A98,Mustafa Zahid,4285752,63,filmi;modern bollywood;pakistani pop
0ppXBoIBJViUorkCF0WN8C,Duranguense Latino,9838,26,duranguense
5QXfvuEYlxFQcYFImEG4rl,L.A. VanGogh,2383,6,unknown
75CziSb5bEWIj1m8TdMwYy,Frank Iero,257355,46,new jersey indie
1NX2zROiF4IPG8w4TByAfs,Luke Gawne,15342,7,unknown
1ZoSXXLPsWBwK2VmIvny8A,Ken Elkinson,1134,15,unknown
6k0jqCvNMJDwBJgdH6JMAA,Will Eastman,823,8,unknown
781g8ZVh8cZw6w6GQgT7hJ,Outputmessage,1435,6,unknown
64OqXmvvBIwJjwQRdTMJqE,Phreek,1470,11,deep disco;post-disco
2dgCw1mO2j49iqBlqdIOph,Janice McClain,689,14,post-disco soul
4kkfqDFX2t4QBOwuHqAROF,Taana Gardner,10849,25,post-disco;rare groove
3bDIZFCsTX61pQjaByqiw7,David Joseph,2961,20,brit funk;post-disco;post-disco soul
3q6RrT1YbkTAeZAMYpgQxy,Man Friday,786,8,unknown
2O8c8ls6JRbVatLncvdXge,Peech Boys,1070,12,post-disco
7qShKycqNUP0GLEiTENDVZ,Womack & Womack,109235,51,disco
2vxhgszTmEHgbNJM7Xd3aW,Instant Funk,62254,27,disco;funk;philly soul;post-disco
6CodPJFxfIMdqH0Q4bSWD4,Nature,512,12,unknown
0m04NLVsIfjqZMBfw7vTf4,The Salsoul Orchestra,43024,31,disco;philly soul;post-disco
2ycdPM6Y4ioJzcmZRlp4Db,Double Exposure,5647,28,philly soul
0FR28XfyaJnxGnoDFHcktX,Jimmy Ross,3890,22,deep disco;post-disco;post-disco soul
7pe15FS9SgH8ipKhHYR8hv,Wish,463,8,unknown
5PmZd7YOaUgQwhOja44fmZ,Barbara Mason,125949,44,classic soul;philly soul;southern soul
2lnlPzK1BZuPnaBXxMwGuS,Curtis Hairston,8655,17,funk ostentacao;post-disco;post-disco soul
7aHa6IZwZ13FoC5AXFkCSh,The Jones Girls,124392,41,classic soul;disco;funk;philly soul;post-disco;quiet storm
0eoOgNAKS0g3piTJlFY173,Loose Joints,4436,21,unknown
27AaPr7ZZQK7ONBgeESbB1,Empress,831,16,deep disco;post-disco;post-disco soul
4VaFWblR1Rv24L8kAfhtxm,Unlimited Touch,33165,30,post-disco
4chxVeRqRTbEAi1VtJa6vA,Suzy Q,3936,27,deep disco;hi-nrg;italo disco
2VuXufMFvhdWTYGEVceBdV,Geraldine Hunt,9312,31,deep disco;post-disco;post-disco soul
3REpOYo13YkVj1dFzda12A,Shalamar,466053,53,classic soul;disco;funk;motown;new jack swing;post-disco;quiet storm;soul;urban contemporary
1bqxl4NUclRsHX98Z3bn2v,Toney Lee,1121,41,post-disco;post-disco soul
50xejJlMNloQ4PUB7lGP9h,Indeep,22580,47,post-disco
7xcXR8rEj6eRPVMFjUNtBe,Carol Douglas,33711,32,disco
7DRKtm0O952pXSNiYK1VgS,The Strikers,3581,17,deep disco;post-disco;post-disco soul
3q2AjYY7FmiMh29bKki4EE,Gino Soccio,26366,34,italo disco
01YHmj2sySjLjP1Q2BK2sH,Machine,1555,19,unknown
3LfO03nEZMdWNHG2tLpMa0,Tavares,303852,51,disco;motown;quiet storm
3dNiwfLdUO46LbZJIMv3A5,Carol Jiani,5121,19,diva house;hi-nrg
0saeDZpMg2N0q5nLTlGANX,Two Tons Of Fun,2909,19,deep disco
0w8119fLc7SFc0mM5ltSBq,Urbanator,1901,8,unknown
4Ytvi4r3WPIZmEw1Ndmkp9,Tom Browne,75882,40,disco;funk;jazz funk;p funk;post-disco
54bbmw5qZiMf23TTmm6ojR,Norman Connors,64119,31,classic soul;funk;jazz funk;philly soul;post-disco;smooth jazz
001aJOc7CSQVo3XzoLG4DK,One Way,198865,44,classic soul;disco;funk;new jack swing;p funk;post-disco;quiet storm
1MSiu4alHI6S2lZtiFvUjH,Firefly,2115,14,unknown
0i64fKwsnTQsPqbov8mZUh,Dr. Buzzard's Original Savannah Band,16188,29,unknown
7AZWNTYlHJypV0LYuUeRT3,Mark Rogers aka Hollywood Beyond,116,1,unknown
0JODAbB25WJVrMt3gc5pKf,Toby Turner & Tobuscus,24966,1,pixel
3XB1NhNNANdIUvP5WBVqcU,Sex,542,1,unknown
3SkyLUkD1aWY6AyBiYQ3I6,Fireflies,1755,10,unknown
7mJOpa0R9YYi7vTqMCBeJb,Jordan Max,17484,29,neo r&b
1jauSGIyzpNIjfeTO5GD7S,The Septembers,611,2,neo r&b
4COaejzYuUUYQT6sOHLMPX,Tomáš Dvořák,18100,33,ambient;czech electronic;indie game soundtrack
3lWXvc5pGhGQazsuOBtOWp,Cillo,1973,15,chillstep;substep
0BkAYxgwF9VQiid4wI07yJ,Clannad,188363,50,celtic;celtic rock;new age
3YXsguQuEW77e2cznG92fl,J. Axel,3036,24,deep deep house
21GOilQf7qSpQdz7Ar6NWP,Virgo Four,2400,10,chicago house
2MMkuQE0f6CDaamJdWXaCC,Breach,22704,35,house
1gBUSTR3TyDdTVFIaQnc02,NCT DREAM,7857127,75,k-pop boy group
03f0VOmK6d6GsiX6l4TSA6,Fade,52,0,unknown
4Npi72kxuyETNFv4cBwaQA,Black Money,413,3,unknown
7jhOj7wWlfRels0MLeEaXF,Rush Sturges,1968,20,unknown
3V3ttZhwHpekK6Hcvwv5ju,Moonrise Nation,6630,21,unknown
5d6YpWfrSRRZBTgfLt0xcz,Tara Carosielli,19915,42,indie electropop
6SzwY0WC15s1MJh3BO9xtz,Jaime Wong,937,3,singaporean pop;singaporean singer-songwriter
0J0aDizMsz14Nvz0SMnt1u,Lexx Nova,800,2,unknown
0RdKk10M8NUFrObx2B7uCg,Hobbie Stuart,17875,17,unknown
5X8qOWaGRM3MG1X6ZDUY2z,Garrickson,3586,20,bedroom soul
4Rx72ewRjxlDGiO6wPHpxe,Kim Richey,11286,27,ectofolk
20wLNsNYfXIbH8QPdqS4dz,Gareth Dunlop,12466,35,irish singer-songwriter
26VoPCfOpSe5L7kpskenXy,Paul McDonald,8741,26,north alabama indie
15MkO1zSQcHtjObfkiEUaV,Maria Kelly,6932,28,irish singer-songwriter
12J7rAVoeFIUNkRelq5zw8,Tim Qualls,589,7,unknown
2Y0sh9cqZb8lhfWsIsByAO,Will Heggadon,4923,24,unknown
0Qrp8cpHBz47dbOyPfzzhP,Andy Kong,34922,28,unknown
5TV9JhBjG6c2hHsoibBaIW,Petra Sihombing,330531,52,indonesian indie;indonesian pop
1rNB96O30Md5JMUNgWwg99,Sarah Sparks,21547,38,christian indie folk;roots worship
4r8gnu4jAM8oYj1uKTeDlq,Oh  Be Clever,6002,20,indie poptimism
1itZtM80Mzo63p5IvBEXKR,Will Prime,2627,27,deep pop edm
4L5pU0bVZSnSM8njCZO7Yj,Roy Purdy,128068,28,unknown
3dG8agWw8q1yaBis5HRT5K,Locnville,22055,33,cape town indie;south african hip hop;south african pop;south african pop dance
5FFtX4eFjh2vZQEl31d2XJ,Shakatak,83504,46,brit funk;post-disco;smooth jazz
5FnGUGAaOtAqnk6Zxn6nFY,Althea Rene,8777,34,deep smooth jazz;jazz flute;smooth jazz
05UwRaoOjJPuGzCtawrORF,Euge Groove,94001,47,smooth jazz;smooth saxophone
7C1CFA2GWGFc51SrvX5Bvy,Robben Ford,108564,41,blues;electric blues;jazz blues;jazz fusion;modern blues;soul blues
6XyT3gg7czZif0WPIbhjFU,Chris Cross,531,7,unknown
73DE5ZAnmntrgyvzv2r2Y2,Shilts,3085,20,smooth jazz;smooth saxophone
3zT2ihLD0QRkAOCp3Q2XSc,Lana Ross,1232,34,sefardi
7Ho9ldCZU5NDAvEvWU56Wv,Andrei Krylov,22297,44,sleep;string folk
4YsAV2JrImowyVfUROK56k,Praga Festival Orchestra,100,2,unknown
1Ut1dPtsJL8PmdVbLXBHL0,Andrew Grossman  Anna Moor & Lana Ross,161,5,unknown
1t4m0kYFjPEVUNGevGQVTn,T. Powell,13899,42,hard motivation
73ccA8TqIgiPFBqc0nx36i,INGRID,2504,5,unknown
1WCkk0zp3ukPnap26Ffe34,Sydney Renae,606260,40,pop r&b
01dqcCZgh6mfxfkJoBbrv9,Dom Zilla,662,5,vapor soul
59u6HvxEwrOg7jrPhqxFWF,Krept,8161,27,unknown
1PwVn639uS6OI0O2G74pAo,planet emi,9850,22,unknown
7ioyw6S5pobMyQaWV3mI5W,Nipo,9897,26,rap dominicano
1swlQMBQ8N9ltxjwgAx9Da,Mister Lies,11271,18,substep
0sCYWyAncpUHQZ4l9M1PDd,Danielle Ate The Sandwich,5646,16,stomp and whittle
0hGKU1kJmyFt0fcB0hVeb8,Mica Roberts,386,3,classic oklahoma country;country dawn
0FSuo59OpaJZKLwp3lgt4D,Trailer Choir,12483,24,redneck
3A5urS1Gh3qwxSvQgCx9ow,The Lost Trailers,17561,22,country road
0XGJ3GUPwslwFJ66yNbHeh,Trash Boat,119803,46,anthem emo;easycore;pop punk;uk pop punk
405886WOgGMZsKlEUzw2ZC,VideoGameRapBattles,113648,48,anime rap;otacore;pixel
0HF51MBfi7XczEfZy2ydiU,Kay P,9087,25,dark trap
69Qs954Y5rA7BrhnEGWV17,Ginseng,15728,29,wave
5YNnmXnEEEJM0ArqHDSyET,Lonely Benson,8569,21,nashville indie
2XHdOGNKn0WzZo6NaTSOty,Truth Trill,158,3,unknown
0Z6bE6kOVhh2DHZPMUz2Sr,Johan Söderqvist,21162,48,nordic soundtrack;soundtrack;video game music
4o1mf6VhPYeSoQkMcfB0HG,Lotus Plaza,23476,17,noise pop;nu gaze
6jSW7sg56cdW32xIqgPKZy,Dirty Rush & Gregor Es,19789,40,progressive house
5O8fzkJErOVKDvWgs7bBJ3,Amjad Sabri,130260,32,classic pakistani pop;pakistani pop;qawwali;sufi
38lgkItatcpCc0I9hV4nEr,Ali Azmat,759034,47,classic pakistani pop;filmi;pakistani pop;sufi
5Vn3nku07sgnvFCS5Lw4wX,Ahmed Jehanzeb,273613,29,classic pakistani pop;pakistani pop;sufi
6wbQXgl1sCmZncfcmdctDB,Sara Haider,10068,23,pakistani pop
5r3gdJkUB4oAcnuIGXEB7q,Quratulain Balouch,428247,51,classic pakistani pop;pakistani pop;sufi
2ODiMICi3kd1OcdXu0geH3,Limitless,2954,18,unknown
0O7Iu0NZE2lU74tHPcel7c,Ali Hamza,6397,30,pakistani pop
6nyfDdTwCLGrbCFikT8PTK,Junoon,513511,36,classic pakistani pop;pakistani pop
6znPk9JRNmg6uyB6h8nJu3,Kaavish,234292,55,classic pakistani pop;pakistani pop;pakistani rock;sufi
5YwFSSuNHMPHphcrs5BQoH,Attaullah Esakhelvi,4374,17,unknown
4WFQS1bqSok87rLhlWb8Ep,Faraz Anwar,6252,8,south asian metal
2cthHttWnQCNDd3O3GQKKm,Jabbar Abbas,4022,21,pakistani pop
2oSmrJthB9GUCiO6H9CFLn,Humera Arshad,5423,15,classic pakistani pop
5THsb9SGB89ZN6mj7ZYVSD,Sajjad Ali,780223,45,classic pakistani pop;ghazal;pakistani pop;sufi
6SIzX2yHlfa3V0xDHLmrbe,ConfidentialMX,2534,25,unknown
5pbzj8JGUpUCMHESd1yHFv,Jhon Alex Castaño,666787,57,musica popular colombiana
5TDSNRe3rVLJhxjIhxfcUx,Jhonny Rivera,754253,60,musica popular colombiana
1Y8tkL7bBifF9JiCcEzo70,El Caballero Gaucho,118244,39,classic colombian pop;musica popular colombiana
0paKwMZx6yZxQBQXRjR6La,Los Visconti,145014,43,classic colombian pop;musica popular colombiana
6HqPNOo6OV9rPbEY7MP9T8,Julio Jaramillo,1375340,64,bolero;folklore ecuatoriano;musica popular colombiana
1IqauaQSq3bdqfX8zaD9cC,Penchy Castro,20110,16,vallenato;vallenato moderno
6FmJynngZWjbjV7tjHnoIH,Las Hermanitas Calle,30581,26,classic colombian pop;musica popular colombiana
0ngegjiIfjQ5XZ14hny28a,Karaoke Box,6978,25,karaoke
3M8OzmmsKH4itNr63HUOSv,Marcy Place,1321,14,unknown
44S29HHlg3Q2qliPbKY0GC,Martin Lopez,5085,14,unknown
7uNMdiIODqsH3HPXCGJZEP,Orquesta Plaza De Toros,1130,9,pasodobles
5heGgbVW1lB6bSLgwKrQcc,Unidad de Música de la Guardia Real,3554,31,cornetas y tambores
3w33wRQKOeeiJGAbfyBpf2,Álvaro Ríos,244,3,bachata dominicana
1jBovgyZEnLlMQIXRUN1G9,Grupo Saboreo,2408,30,unknown
3zPWcnruZBNnrd22uS8UBy,Jorge Villamizar,103789,52,colombian pop
2qXzWmzWZY64KvNBvyGzdr,Izzard,5596,25,unknown
6uFWShXxrWxFUeo9K5xGCw,1 Hour Music,703,15,unknown
0Ll05d44isngmRZHZEjfIY,Paradiso Girls,9190,27,girl group
0mehCGPnogbq4Kw6FQZDxR,Alice Jemima,11118,21,devon indie
2lFvv8FA5ersMzaJyvmeae,Laura Doggett,13742,19,etherpop;vapor pop
6h8yrqkWCBPPZUCJ04baAL,Nostalgia,1432,1,unknown
1VaUqXIBfozG2faxyEXDAl,Star Spangled Banner,3302,14,unknown
5dH4mfMtp7yw2AxlEhh6EX,Mateo Messina,2302,21,unknown
6ysQi6NI88X627t2srsWz6,Mott The Hoople,226950,46,glam rock;protopunk
6WjTWH2r7y47eZSgvZhBi5,Jr. James & the Late Guitar,222,4,unknown
0P6soo9LS5O854DcUpEtSc,Elliot Page,3889,40,unknown
3CEdEF8RsuL3hAFJaujvr0,Etta Jones,230878,50,adult standards;vocal jazz
3kzqfNqrlEwieWGqRFiQso,Big Something,25483,31,jam band
7foyQbi7GKriLiv1GPVEwt,Susto,47940,46,deep new americana;south carolina indie
0q9kpdDkEA3H17gcRMjgVS,Elmore James,195120,44,blues;chicago blues;delta blues;electric blues;traditional blues
6H8Sj9gFyDYJ3T63LA3DKz,Carolina Chocolate Drops,143274,35,banjo;black americana;folk;jug band;modern old-time;new americana;north carolina roots;old-time;progressive bluegrass
2Y7721aybQmSotu1mPBJD1,Canzoniere Grecanico Salentino,16373,31,italian folk;musica etnica;tarantella
0nnDCl6emTFoWtygqSs4Jy,Greg Brown,38008,35,ectofolk;folk
6jnaG9e4rUwREjJq4HCFff,Sxip Shirey,1539,21,dark cabaret
77nCKUhpsfZJmBdaMxiRQX,Miranda Mulholland,413,2,unknown
5K6tuSWKrqumHNCtMERQLX,Brent Amaker and the Rodeo,1792,19,unknown
2naDLHeKqXSHT3DMII2eqb,Bo Carter,12469,20,country blues;delta blues;traditional blues
2DftUzexejBW6l00wmnMoc,Remember Sports,51253,37,5th wave emo;bubblegrunge;indie punk
6BhJtndfqL4E0eO0ZGKrhY,Bruce Lee Band,15550,25,modern ska punk;ska;ska punk
2c9yn5DJQd5es7YMY92ikZ,Holly Herndon,54431,22,ai;art pop;electra;experimental vocal;fluxwork;spectra
68HziuR2jVOJHuVhJM4H2l,Andrew Duhon,15339,37,new orleans americana
15doTNNDhDmFZufy0fljCI,Aim,190,5,unknown
2cslmTYYSdM8G0pwVr9mqZ,Cold Flamez,2421,10,unknown
0mpFXzm8CkqkhvN4PLCYkV,Chachi,4213,25,deep tropical house
3L9rqEIsNSaOcx2QIstn7v,Oh Pep!,16441,24,australian americana
6wdFLynBtY9Ee5UV8NUJj0,Daniel Ellsworth & The Great Lakes,4913,18,nashville indie
42wlDfDuv6KZWWd0t7Qgj3,Nick Broadhurst,14187,30,unknown
3OvevnaMKTcWEKhxnYPIru,Falqo,3896,34,unknown
3oRBiqxwxW8BYQdWYtktZo,Jazz Morley,6293,24,neo-singer-songwriter
1qyvDpymTYPpF5iguflCMT,Misako Odani,10934,21,j-acoustic
4tiGY5k0vmyz1eLLppihMk,Polo,3214,32,unknown
7hm0Ngouir56yhbzXu9yRH,Keith,2018,22,unknown
0XKZpHcqhAKTD2mDDCCbo8,Pitchback,8878,13,sky room
1aFBFwKfQgG7Vu32VaSpCf,Killogy,323,8,unknown
4EW7CE2HetO7GkDEOYDrXF,John Stevens,3449,26,contemporary vocal jazz
4Zf0pLGYwNB86Y97kisvkn,Debbie Reynolds,55552,40,adult standards;easy listening;vintage hollywood
3SzWq695ivb78pLCzeDcu3,Daniel Evans,566,5,talent show
51UlXSr2IrfDVa9xnJCuY6,Ry Cuming,5032,15,unknown
2Bb57H1EnnHxtpSyOAJF8l,Frostydasnowmann,192948,53,cali rap
5nAiCPenjjdpUJAmElxmuu,Loïc Nottet,246114,50,unknown
1ng2cH6hJIOSYxQMk6pEux,Woodie Smalls,49598,33,belgian hip hop
781q5ZxaDpe00poI3GHe4l,Saudin,6774,8,trap soul
6kkhEc4wXAMdV9denvUqJ3,DEM DUD3S,476,6,unknown
2IyOtl9YL5c7RYnTO0Q52d,Blunder,613,8,unknown
035gGtff1xYmmMeXrnnBxL,Generation 60,1731,4,unknown
5sXIqc8AJSVUqw98OWQtEv,Almand,1616,13,unknown
1W4yZwIXzRls3KoybGLKy8,Hot Stylz,4553,26,unknown
1ihU4zSTmY0qQXhx8jEXWT,Ryan Amador,3886,21,corecore
4dWtsQvuME6tCWFycaTvO7,The Brook & The Bluff,111616,50,alabama indie
20UltlhZa5iKdeQeEpdiX9,Ian Tyson,24390,38,canadian country;canadian singer-songwriter
2sAFSK5h8asbw3e451vV0G,The Departed,2233,5,red dirt
7E6MNnNmJCt5ag3vtTvHiD,Brandon Rhyder,39163,29,classic texas country;red dirt
7GsDvUhQztBHry2qdx3b8S,Haley Cole,626,0,unknown
7jyImdJibxrm4IC4BOKucz,Erick Willis,7396,20,classic texas country;red dirt;southern americana
0ihBDeJlIlXo4LFfAllsGm,The Sea and Cake,62390,34,american post-rock;chicago indie
1yBSX25jjXRF6KqAKGygy2,DJ Raff,19906,31,chilean indie;electronica chilena
2Sqy55GdX7nL1I8ZPSUZIj,Darius,255,6,unknown
5VxzdS2etMVmfqIKMwRbRM,Marco Juliano,318,10,unknown
5c9uFWpZY2MTlk7Rft0tgp,Janis Ian,161779,44,folk;singer-songwriter
4UvrEx9zsN8faur6UPSRWX,Xavier White,5356,12,unknown
4V3LmmjkueLr11hEwdwMeR,Ronin,1555,14,unknown
0kjZvGERXMvPFSs6DB5UFF,Phazz,7238,21,unknown
0pu9LAsUMg8nhMK1hmiM5b,Seramic,10047,15,uk contemporary r&b
561cXl4KdfYwyTrjrPgaoO,Mirror Signal,2843,5,neo r&b
2ujofFVAz72xGjjpohH5Cn,Kellylee Evans,6546,21,canadian pop
4gSBmjwohEzytPnwG7r0pH,Arthur Wimble,2002,9,unknown
4GYQytEFxnzqH96O6QywsA,Kellerkind,31863,31,deep euro house;swiss house
4N4n2TRyL6exNfazJotLeH,Elijah Waters,12296,26,dutch r&b
2mP7s6geSborhRN3ohxJqz,Fredwave,4407,28,uk alternative hip hop
4YlhxCoA1qEgTHoOBaKu1t,Magic Bronson,16960,30,la indie
30GTS0uRAeWkcoDAwHfKJB,Easy Giant,16011,32,unknown
2EOIjdzbFGRM87IvJU34JJ,Stop Light Observations,61299,48,south carolina indie
2fnV6seL0Y3klLT1gR7Qa2,Little Bird,6411,25,south carolina indie
3Pdait6yo2LXvw2CwnagZr,Polina Gagarina,395466,23,russian pop
3N4kWQOLWQQATbTnjFyvEo,Ludomir,4444,20,deep tropical house
18mzCRQrbmF9fsWQo3TUuE,Nick De La Hoyde,13089,29,unknown
0zz0NQgmCKZ9an0sQyhq5u,Bardo,699,5,unknown
3mDo5Nv0SWpslJe9HzA2xY,Juke Ross,157628,47,guyanese pop;indie anthem-folk
7fMaGYPt2Za9wzgOWhWYG4,Lila,2082,15,unknown
5uvVjg5SwNjvNE4w7HlGJC,Vasudeva,23169,30,instrumental math rock
4AUPm9yTN47XYKXCJigth8,Boy Epic,75727,40,unknown
2xO4Bv3glExUQVSfgBKreW,Countré Black,69,0,unknown
0TinNW24zR17L4tKftDhMa,League Of Starz,11997,16,slow game;west coast trap
4psrqC3PJSJSNJ9Vmqj2ZK,Tides Of Man,56124,33,progressive post-hardcore;tampa indie
7j3etSXgd9ZLYIUW7KWnpd,Heavenly,45411,38,c86;french metal;melodic metal;neo classical metal;power metal;symphonic metal
