id,name,followers,popularity,genres
4ULO7IGI3M2bo0Ap7B9h8a,Teyana Taylor,1915345,59,alternative r&b;hip pop;r&b;urban contemporary
4DHLoiIqFYYFjH09WduvFd,Coco Jones,497887,63,pop r&b
7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan,2086190,61,hip pop;neo soul;r&b;urban contemporary
6pSsE5y0uJMwYj83KrPyf9,Dawn Richard,103555,41,afrofuturism;alternative r&b
1PqdKx88nAgPolRy079lMl,Herb Alpert,120990,49,jazz trumpet
39Uhf21aJFjMLus1j0YGT8,Zoey Dollaz,67415,46,miami hip hop
29M3C4IzWXrztUr4cV2umC,King Los,77206,35,battle rap
6WzffCtFJ1iDsAwEV35h6K,Tish Hyman,16958,36,unknown
2XMpXAQ0B1J95en60YGE3V,Chaim,16132,30,minimal tech house;organic house
7rEqtNYXSDePQHdZNiLN6L,Angela Hunte,3054,37,unknown
6pDFdYZARPitpkfm44UsOQ,MJG,356302,41,dirty south rap;memphis hip hop
4BIQA9vRkqXEnA2twmq7mU,Mario Winans,63274,57,unknown
5NDMothbpdpq2xHqSjrrWn,Faith Evans,1658310,64,contemporary r&b;hip pop;r&b;urban contemporary
7urq0VfqxEYEEiZUkebXT4,112,1205577,65,atl hip hop;boy band;contemporary r&b;hip pop;r&b;urban contemporary
7r8RF1tN2A4CiGEplkp1oP,Ginuwine,2611826,65,contemporary r&b;hip pop;r&b;urban contemporary
1QPZhx0asYTBxD5RDqfU49,Black Rob,210453,49,dirty south rap;hardcore hip hop;harlem hip hop
6I6t21SFbxZ7RbQgD5dN7U,Carl Thomas,682436,47,contemporary r&b;r&b;urban contemporary
0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,8998011,89,rap
3ZooCJzNMTLpmJaIRUEorI,Young Dro,843540,53,atl hip hop;crunk;dirty south rap;futuristic swag;old school atlanta hip hop;southern hip hop;trap
0X380XXQSNBYuleKzav5UO,Nine Inch Nails,2671939,66,alternative metal;alternative rock;cyberpunk;electronic rock;grunge;industrial;industrial metal;industrial rock;nu metal;post-grunge;rock
5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,10560498,77,east coast hip hop;gangster rap;hardcore hip hop;hip hop;rap
69GGBxA162lTqCwzJG5jLp,The Chainsmokers,20393152,82,pop
0tWnElR8nnWIsopg1o3xmg,Dream Koala,56719,33,indie dream pop
13Kd75NSHSp9lB4CaqPMOV,Ta-ku,230115,49,indie soul;instrumental hip hop;vapor twitch
5WQxQAu4xmUwCzxPw3GiB4,Stwo,76910,45,trap soul;vapor twitch
1aSwrSGBNGMLn9ymttfRkk,Lido,100913,50,norwegian pop;vapor twitch
45PFOQYLdlasr7Yba6UBUo,Postiljonen,18436,21,dream pop;swedish indie pop
6fXEqmGQEt6ONuqVmwrN46,Bag Raiders,239345,56,alternative dance;australian dance;indietronica;nu disco
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,962837,68,edm;pop dance
68WwJXWrpo1yVOOIZjLSeT,Evalyn,99179,45,alt z;indie electropop
2FwJwEswyIUAljqgjNSHgP,Snakehips,359070,61,electropop;uk dance;vapor soul
2Kv0ApBohrL213X9avMrEn,Lil Silva,39278,39,future garage;uk funky;vogue
2xe8IXgCTpwHE3eA9hTs4n,BANKS,1058953,56,art pop;electropop;indie poptimism;indietronica;shimmer pop
380fnmlGnkyueBMqGWx2k5,Joe Goddard,105185,47,electronica;indie soul;nu disco
1HOeqtP7tHkKNJNLzQ2tnr,Everything Everything,290805,51,british indie rock;experimental pop;modern rock;new rave;shimmer pop
0FL2d6iFFNAV3yBUbXjZ1U,Wafia,119592,54,australian pop;indie electropop;vapor soul
0VQKssIfRKfSd7IfW3JIP1,Thomston,87584,34,etherpop;indie electropop;indie poptimism
07d5etnpjriczFBB8pxmRe,BJ The Chicago Kid,450323,59,alternative r&b;chicago rap
62wsyfgYMWrbayHMZixc8m,Josh Cashman,13518,31,australian singer-songwriter
7CIW23FQUXPc1zebnO1TDG,Matt Corby,492200,54,australian indie;indie anthem-folk
6zVFRTB0Y1whWyH7ZNmywf,Tash Sultana,1689298,61,australian reggae fusion
0CjWKoS55T7DOt0HJuwF1H,Bipolar Sunshine,84816,60,gauze pop
20DZAfCuP1TKZl5KcY7z3Q,SLANDER,518947,65,dubstep
1FgsVeOhRYuSw2ghkIXV0A,DREAMERS,175597,49,modern alternative rock;modern rock
1VBAKMui4zm5MnBWNn3NbL,Devault,49117,48,vapor twitch
0XmmX4fE4SiRMu3ICsP5sA,Lipless,19307,46,melodic house
21ey6s5hEcTcVKDrF5MWby,KOLIDESCOPES,9138,43,unknown
6roDXEmZ6AARdOUv6x5U2v,Felix Cartal,105490,49,canadian electronic;electro house;pop dance;pop edm
6oFs3qk4VepIVFdoD4jmsy,PVRIS,685482,60,pixie;pop emo;pop punk
0Y0QSi6lz1bPik5Ffjr8sd,Ekali,145411,42,brostep;canadian electronic;edm;electro house;electronic trap;future bass;vapor twitch
1Xq5wasmlEwC6TqCqJtP5o,Attom,43889,45,unknown
20yuGdfbRkW0HH3OfG1Nkg,No Mana,67502,42,complextro;electro house
62Jfwxon19ZOT9eSL6bvtY,Sweater Beats,43211,36,gauze pop;vapor twitch
1qskAseW7apRxJBpYAO9Yk,Felix Snow,18666,37,unknown
6XyY86QOPPrYVGvF9ch6wz,Linkin Park,26121043,86,alternative metal;nu metal;post-grunge;rap metal;rock
5tQ4y6endLxxMLhkGMAdlT,Ashley All Day,13262,23,trap queen
2ZmerElhvxg8uVKCmlZ4ij,AWAY,21718,39,traprun
24V5UY0nChKpnb1TBPJhCw,Jai Wolf,298722,53,electropop
4u5smJBskI6Adzv08PuiUP,Kiiara,924645,58,alt z;electropop
6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,771925,61,chillwave;hypnagogic pop;indie soul;indietronica
0tbeZu9lv8YEKSQ9tZSslu,Amber Mark,425239,56,alternative r&b;indie soul;nyc pop
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,5551366,74,metropopolis;modern rock;pop
2WyIaamOi8lW7R7nhGMDoe,Babert,12098,39,disco house
2BG0hYw2yxUZAo7qleXlor,Adam Rickfors,931,11,unknown
4xcDVatLFh6qlcm41er3LV,Jerome,70475,60,german house;hypertechno
5aSBbBUbArJfyNKDg4KS1I,Tyron Hapi,33349,39,melbourne bounce;pop edm;sky room
0bMKf3lIYR9GaNTdFKkTOr,Zonderling,89653,57,dutch house;electro house;progressive electro house;progressive house;sky room
1yShtQaHjChbToQboKRzgH,ShockOne,62341,46,australian dance;dancefloor dnb
5OIOa6EQC3RLyqKauRYfEq,Leeyou & Danceey,1262,20,sky room
45DhxmSg67EFf4eB9ZXRFo,Spirix,5182,18,unknown
4qLwtWhlhyAoQ4S9mSrDW9,Odd Mob,79402,61,aussietronica;bass house;tech house
02A3cEvlLLCbIMVDrK2GHV,Starley,204782,54,aussietronica
2LQF8AgyQUgLfquM92Rx8N,OG Ron C,49982,49,chopped and screwed;houston rap
62DmErcU7dqZbJaDqwsqzR,Popcaan,1121850,66,dancehall;jamaican hip hop;reggae fusion;traphall
4wLAjfeqAsV66AocWNcowA,Buju Banton,617371,58,dancehall;reggae fusion
1A9o3Ljt67pFZ89YtPPL5X,Snoh Aalegra,1239787,65,alternative r&b;scandinavian r&b;swedish soul
4HzKw8XcD0piJmDrrPRCYk,Majid Jordan,955510,67,canadian contemporary r&b;canadian hip hop
7e1ICztHM2Sc4JNLxeMXYl,dvsn,1252233,55,canadian contemporary r&b;r&b
7FOb8fwCcjHjKlIlEZk6go,LCAW,10786,26,deep tropical house
2tT6SE9nGCYXysoJ4qicsZ,BASECAMP,27967,22,vapor soul
2hThsqaVEAWhWPBXnaOfB9,Pussy Riot,128183,41,riot grrrl;russian indie;russian punk
3gk0OYeLFWYupGFRHqLSR7,Showtek,472128,62,classic hardstyle;dutch house;edm;electro house;euphoric hardstyle;melbourne bounce;pop dance;progressive electro house
4Gh0D04oCEVbnsx63LXUmT,Jax Anderson,24535,29,detroit indie
7gHscNMDI8FF8pcgrV8eIn,Matt Maeson,482876,63,pov: indie
1NpKmfDYMhw1KJIIUCsX4O,Mija,62992,33,electra
1VBflYyxBhnDc9uVib98rw,Icona Pop,707426,67,candy pop;dance pop;electropop;metropopolis;swedish electropop;swedish synthpop
2zmrsXMHxagFz6vI2cD7r6,Ella Vos,204134,42,alt z;electropop;indie electropop;indie poptimism;la pop
2O2dI9lY9PnWtAa4OlrgMi,Pell,95512,45,indie pop rap;underground hip hop
35qLEcmYiuYpOMDuAO8BYh,Tigertown,11598,20,australian alternative pop;australian indie
4qOzMSukiZoiSjPQw8Zs7s,Mansionair,174923,52,aussietronica;indietronica
1Fr6agZ6iSM5Ynn2k4C8sc,VÉRITÉ,310097,43,alt z;brooklyn indie;dark pop;electropop;indie poptimism;metropopolis;nyc pop;vapor pop
2O7oRN5HAWrg21HegiHMXK,Atu,27379,25,unknown
5tCcGNhAW0do4RlIz9WilZ,Dpat,24960,24,unknown
3mIj9lX2MWuHmhNCA7LSCW,The 1975,7309107,76,modern alternative rock;modern rock;pop;pov: indie;rock
3QovPpv57eauImjWjWtX7O,Moors,5247,14,unknown
7F6nxkPQrlh4qWDetjgnpX,The Prototypes,69781,39,drum and bass;jump up;neurofunk
7btR5VXutQv39SDEzcfXEk,Nic Fanciulli,75326,53,deep disco house;house;minimal techno;tech house;tribal house
6BNaPZdAIZAJnbgJRiZz2w,Kill Paris,58371,35,chillstep;complextro;electro house;filthstep;future bass;melodic dubstep;vapor twitch
0z7eJBsoFLyZomJS8vQo8R,Andrew Luce,5505,14,unknown
1Eie0tY91rpi7Y0jtIOXzI,Wingtip,73184,46,nyc pop
6RQ9kYbHisp1UUbnfwHNeU,Feint,140899,52,chillstep;dancefloor dnb
7ymczLNmjz6AVMGApVNWbB,Vincent,37167,39,future bass;pop edm;vapor twitch
4A18NGfdKU0HrkmvVlPO7I,Fytch,39735,40,filthstep
3evbznUo9BuH3Ykqid374c,Jupe,9618,18,unknown
45sqz0r32KGuaur2QMd9iS,Autolaser,12384,23,future bass;vapor twitch
3XFcu2NnGWceLNdxRCfYH3,Taska Black,87534,44,bass trap;future bass;pop edm;vapor twitch
0jNDKefhfSbLR9sFvcPLHo,San Holo,692483,55,brostep;edm;electro house;electronic trap;future bass;pop dance
7FDlvgcodNfC0IBdWevl4u,James Vincent McMorrow,593774,55,chamber pop;indie folk;irish rock;irish singer-songwriter;stomp and holler
3UkN1XeK2D4wD4uhtJx4vb,SUUNS,92587,35,chamber psych;experimental pop;quebec indie
2CqEOngQOOMstJupNn6Hmf,NEU!,130936,33,dusseldorf electronic;experimental;experimental rock;krautrock;protopunk
6RAx8RRxoHeJIqD2d0EjOa,HVOB,212433,44,deep euro house;electronica
154Kx4utAjEgGYu257wPvh,Shelter Point,2154,10,shiver pop
13rHmjtJmlIJ2aDyJc7CLV,Justin Vernon,69451,40,eau claire indie
4G6HhUUQ1LgyYnA2WJppf8,Colin Stetson,93863,43,dark jazz
6SKEuFZYhaTytrhtJjgnO2,Andreya Triana,72306,50,british soul
46Ce0QmI1mE2bl5VQ4P9N8,Lapalux,122719,38,future garage;wonky
50Gx1SNB4vH2V7peIiYD4S,Emika,48981,35,unknown
0s1X8PRefU2lcaZrN3eeIw,D.L.i.d,2041,8,shimmer pop
2t9yJDJIEtvPmr2iRIdqBf,Fink,349907,56,indie folk
1ZsnHGOLYFg8CAHQQBc1ut,Richard Hawley,155701,48,british singer-songwriter;chamber pop;sheffield indie;singer-songwriter;solo wave
7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,26055385,86,garage rock;modern rock;permanent wave;rock;sheffield indie
4lPl9gqgox3JDiaJ1yklKh,Tierra Whack,504177,56,alternative r&b
4znPt0HV6Ik0iR8sR4GAJE,Ulrich Schnauss,87072,36,ambient;ambient guitar;german electronica;indietronica;intelligent dance music;nu gaze;shoegaze
6mQfAAqZGBzIfrmlZCeaYT,Chaka Khan,1631930,65,disco;funk;neo soul;quiet storm;soul
1vkJFCwstOoJO7yQ4lTtLK,Paris Hilton,786087,56,dance pop;post-teen pop
2sWf9Tj6EsTxURcgil3NTG,Greg Kurstin,38591,57,unknown
2FKWNmZWDBZR4dE5KX4plR,Diljit Dosanjh,22537274,78,filmi;modern bollywood;punjabi pop
3VwKSHAfgzV1DOHV0aANCI,TOKiMONSTA,307390,50,chillwave;electra;escape room;indietronica;instrumental hip hop;wonky
3JxCEqL9zjKnDJgUhRuRJD,Neneh Cherry,163820,54,new wave pop;urban contemporary
1cK2Abwkni7m51wJCSGllN,Ultra Naté,64031,53,diva house;garage house;vocal house
1EAFXic0Cfiwpe7nSuTrGL,Cesqeaux,68409,36,brostep;dutch house;electro house;electronic trap
19HFRWmRCl27kTk6LeqAO8,MORTEN,111275,63,danish electronic;scandipop
5pWUVnrc1y0FpWZ6VCy0Hg,kenzie,633240,58,social media pop
6RedK3o51NbUJuJxXlT4kj,88-Keys,30092,45,alternative hip hop
4Jv9I6DAbcjDa8HGFAjv94,The Aston Shuffle,40755,38,australian dance;australian house
4FCzCS0KEgb0rgySWINItO,CID,105750,50,bass house;deep groove house;dutch house;edm;electro house;house;pop dance;pop edm;progressive electro house;progressive house;tech house;uk dance
0hxUFYLIObXLtdmYlCQ6bR,Two Can,2530,23,unknown
6gvLnqSteeVfB6WnmVJV1j,Tepr,5631,27,unknown
5oAjLXTvB7VDWn3Up9LYcQ,Luca Lush,32153,35,vapor twitch
4mHAu7NX2UNsnGXjviBD9e,Brooks,321476,55,dutch house;edm;electro house;future house;pop dance;progressive electro house
3amwMyDd1uxTBoUZlazZ9m,Brooke Candy,263986,49,escape room;lgbtq+ hip hop;pink noise;trap queen
3EK3opK9Hp93HJjBPupzfg,KDA,17964,42,house;uk house
1Zz6NBe8UIZjm88TvehFtx,Le Youth,116056,54,house;melodic house;nu disco;uk dance
08p782h5VznNEQMM4wAEp9,Boehm,21819,41,deep tropical house
5iwLVxdLzgm1cLrZunXzWR,AFSHEEN,6917,38,la pop
6TshTCYwh9ySzOO6Jy4Ux2,Maya Jane Coles,220810,44,deep disco house;deep house;electra;future garage;house;microhouse;minimal tech house;minimal techno;uk house
6G5wDM1Vmsscql7qRtcLH0,French Horn Rebellion,23273,33,electrofox;funktronica;nu disco
5VsOThWOagH8C8gCvIy13k,Penguin Prison,69979,40,alternative dance;electrofox;funktronica;indie poptimism;indietronica;nu disco;shimmer pop
2eam0iDomRHGBypaDQLwWI,Bleachers,754184,68,indie pop;modern rock;pov: indie
21mKp7DqtSNHhCAU2ugvUw,ODESZA,1634986,69,chillwave;edm;indietronica
4yuvRDaF5kWkFLq6q1Fev4,Blood Diamonds,11312,27,unknown
7LOHocDfDRSAznhI11LhJ5,Plastic Plates,6546,26,nu disco
2pAWfrd7WFF3XhVt9GooDL,MF DOOM,3239478,76,east coast hip hop;hip hop;instrumental hip hop;rap
14H7ag1wpQOsPPQJOD6Dqr,Zero 7,525263,56,downtempo;electronica;trip hop
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,12007719,80,alternative hip hop;modern rock;rock
6n28c9qs9hNGriNa72b26u,PNAU,239050,72,alternative dance;aussietronica;australian dance;australian electropop
3MdG05syQeRYPPcClLaUGl,Diana Ross,1883296,65,adult standards;disco;motown;quiet storm;soft rock;soul
7Eu1txygG6nJttLHbZdQOh,Four Tet,741559,62,electronica;folktronica;indietronica;intelligent dance music;trip hop
12Zk1DFhCbHY6v3xep2ZjI,070 Shake,544456,68,new jersey rap
4Oov8BULUOBiX6UVpP04JW,GUM,52841,44,neo-psychedelic
0Lpr5wXzWLtDWm1SjNbpPb,Todd Rundgren,364905,54,art rock;country rock;folk rock;mellow gold;philly soul;power pop;singer-songwriter;soft rock;zolo
2tGIh9kwbXuko0z3BTldBx,Midnight Juggernauts,58263,33,alternative dance;dance-punk;electrofox;filter house;neo-synthpop;new rave
6At6Ik1YbdxLqFYAJTfEVa,Canyons,4118,24,unknown
5INjqkS1o8h1imAzPqGZBb,Tame Impala,8050229,80,australian psych;modern rock;neo-psychedelic;rock
1cXi8ALPQCBHZbf0EgP4Ey,Misfits,1417016,64,horror punk;new jersey hardcore;new jersey punk;punk
0Y8KmFkKOgJybpVobn1onU,Luciano Pavarotti,987787,62,canzone napoletana;classical tenor;italian tenor;opera;operatic pop
5HAtRoEPUvGSA7ziTGB1cF,The Orb,183920,43,ambient house;breakbeat;electronica;intelligent dance music;trip hop
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,4428254,76,irish rock;pop rock;rock
1z2SrszsRmq47kDhBAnyNS,Sarah Jaffe,51797,34,denton tx indie;etherpop
2QMMktUMtwMSwUZATX1cRO,Toadies,305571,48,alternative rock;grunge;pop rock;post-grunge
2S0rCVs10P1Q0v51wmOrM5,Preservation Hall Jazz Band,78174,41,brass band;dixieland;new orleans jazz
02seUFsFQP7TH4hLrTj77o,Nathaniel Rateliff & The Night Sweats,648681,61,indie folk;modern blues rock;new americana;stomp and holler
41Q0HrwWBtuUkJc7C1Rp6K,311,1070106,63,alternative metal;alternative rock;funk metal;funk rock;nu metal;pop rock;rap rock;reggae fusion
5vvvgOwPjA4R5t07ZXLLwZ,Geographer,71178,35,bay area indie;chillwave;indietronica;shimmer pop
2pTCZ9C1fXdaVlv6d5EIXM,Chrome Sparks,133593,46,chillwave;glitch hop;indietronica;shimmer psych;vapor twitch;wonky
0vqJkZ0RpLZixt3lTmD8vP,Whethan,287753,68,electropop;hyperpop;rage rap
1kS52jCnMYq4n46ZX9zqw7,Pillar Point,16350,27,seattle indie
3oIEbctIZz40aH60PJemFK,Painted Palms,8436,21,shimmer pop
2Tz1DTzVJ5Gyh8ZwVr6ekU,STRFKR,459949,57,indie rock;indietronica
4UodukR17NIQfNu5uaqm9B,Jamila Woods,229119,49,afrofuturism;alternative r&b
0XK6kT7xcZAlcYrNjOgzJe,Carla Morrison,4338273,72,cantautora mexicana;mexican pop
3qnGvpP8Yth1AqSBMqON5x,Leon Bridges,1698488,73,modern blues;neo soul;soul
2gINJ8xw86xawPyGvx1bla,KRS-One,661925,53,bronx hip hop;conscious hip hop;east coast hip hop;golden age hip hop;hardcore hip hop;hip hop;old school hip hop;political hip hop
0AWhixY9hX7LEPyPMjh4O0,Grandmaster Melle Mel,71024,51,bronx hip hop;east coast hip hop;old school hip hop
4sqgE7XhJ2Cvu3Z4AvFj0j,Eighty4 Fly,4792,31,seattle hip hop
0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul,1082922,57,conscious hip hop;hip hop;rap;underground hip hop
536osqBGKzeozje8BfcGsa,Allen Stone,372379,52,retro soul
5Z2NUZiY3FA00HKu5WTMhA,Mary Lambert,109173,48,neo mellow
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2366962,78,pop rap;seattle hip hop
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2556173,73,pop rap;seattle hip hop
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,8240942,77,australian pop;pop;viral pop
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,13206612,82,atl hip hop;hip hop;rap
2LZDXcxJWgsJfKXZv9a5eG,Cashmere Cat,325433,54,downtempo;electropop;shiver pop
2Rf4X6m0oayCJhaJ5K63GQ,Nathan Sykes,447467,52,post-teen pop;talent show;teen pop
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,7168326,79,hip hop;ohio hip hop;pop rap;rap
73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,486899,69,hollywood;movie tunes;show tunes
63XBtGSEZINSyXylZxEUbv,Victoria Monét,1111985,67,alternative r&b;r&b
1bJJlRHoc1UVeqzxcrPLIw,Phantoms,48157,43,la pop
4LLpKhyESsyAXpc4laK94U,Mac Miller,10750254,82,hip hop;pittsburgh rap;rap
2wkoKEfS6dXwThbyTnZWFU,Mau y Ricky,6714992,68,latin pop;pop venezolano;reggaeton;urbano latino
32Aw9aJJoXXC1Vn3zqzJbQ,TV Noise,62231,36,dutch edm;electro house;progressive electro house
1UjxAZqzphB1tsMb1aWBj0,Omega,234497,62,rap dominicano
7vXDAI8JwjW531ouMGbfcp,TINI,8214470,77,latin pop;latin viral pop;pop argentino
23wEWD21D4TPYiJugoXmYb,Thalia,5000548,68,latin pop;mexican pop
4SsVbpTthjScTS7U2hmr1X,Arcángel,15017847,83,latin hip hop;reggaeton;trap latino;urbano latino
2ydZrTy8U3kOMOzx20s3dg,DJ Nelson,1148350,72,reggaeton;urbano latino
2C6i0I5RiGzDKN9IAF8reh,Banda MS de Sergio Lizárraga,17526986,80,banda;musica mexicana;norteno
3PAwspMN27PDm81WwXDsMf,Reykon,3209140,59,reggaeton;reggaeton colombiano;trap latino;urbano latino
2LmcxBak1alK1bf7d1beTr,Juhn,1420576,72,reggaeton;reggaeton flow;trap latino;urbano latino
6y5amJcTjeDgLXIjtQLMst,SAYGRACE,200359,59,r&b
39yVoqm6sYFvvqF1RciUVf,Carlos Rivera,4608779,72,latin arena pop;latin pop;mexican pop;musica tlaxcalteca
1igl9M102nuD96lo3ZoW5d,Thutmose,90018,52,indie pop rap
6I3MElirhT5t6Kf7p0hGk9,Duckwrth,460895,58,alternative r&b
2YFBOR9KIxC6WqHclkj9Yq,Keke Palmer,721700,50,pop r&b;post-teen pop;r&b
2W6kbe0nm96COrHzNmfLLd,MC Fioti,1406062,58,funk carioca;funk ostentacao;funk paulista
2ayNSoKPCRAfjp6hQ76hRu,Nacho,5407296,63,latin pop;pop venezolano;reggaeton;trap latino;urbano latino
6tkyhGe9hGI3Lcfo4gVh6Z,ChocQuibTown,678450,53,colombian hip hop;colombian pop;latin alternative;reggaeton colombiano;salsa choke
5fyDppLDl1juIu1BcUT5zh,Digital Farm Animals,70503,58,uk dance
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,5503003,76,black americana;contemporary country;country;country road
5TYxZTjIPqKM8K8NuP9woO,C. Tangana,2795868,72,urbano espanol
06cd30Cv9US973Ika84gDw,Lucas Lucco,3163837,55,funk carioca;sertanejo;sertanejo pop;sertanejo universitario
14zUHaJZo1mnYtn6IBRaRP,Justin Quiles,4641628,78,reggaeton;trap latino;urbano latino
0eecdvMrqBftK0M1VKhaF4,CNCO,9421940,66,boy band;latin pop;reggaeton;urbano latino
3xcx9CcYTM4M1890B8o9Bp,Donae'o,66343,47,azonto;grime;old school bassline;uk funky;uk hip hop
4IVAbR2w4JJNJDDRFP3E83,6LACK,4735276,72,atl hip hop;melodic rap;r&b;rap;trap
1CoZyIx7UvdxT5c8UkMzHd,Jorja Smith,3457186,73,r&b;uk contemporary r&b
3TaUSUXn41GixL7zbvrIDt,A-Trak,132005,61,canadian electronic;edm;electro house;electronic trap;fidget house;house;turntablism
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,6579902,73,dance pop;pop
7e1BNCygl2Gf7CX8LrByPv,Ummet Ozcan,531218,59,big room;dutch house;edm;electro house;pop dance;progressive electro house
0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah,838651,64,dance pop;grime;pop rap;talent show
6WGE3kO8ULME2ErBcOksSR,KAAZE,200801,54,big room;progressive electro house;sky room
6m8itYST9ADjBIYevXSb1r,Wilkinson,273440,63,dancefloor dnb;drum and bass;uk dance
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,4273789,79,atl hip hop;hip hop;pop rap;rap;trap
0NIIxcxNHmOoyBx03SfTCD,Tinashe,2804739,74,alternative r&b;dance pop;metropopolis;pop;r&b;urban contemporary
5SHxzwjek1Pipl1Yk11UHv,Tom Grennan,562732,65,uk pop
4f9iBmdUOhQWeP7dcAn1pf,Rag'n'Bone Man,1874155,70,neo soul
39B7ChWwrWDs7zXlsu3MoP,Sonny Fodera,206893,68,house;pop dance;uk dance
3KedxarmBCyFBevnqQHy3P,Jessie Reyez,1418652,67,canadian contemporary r&b;canadian pop
28j8lBWDdDSHSSt5oPlsX2,ZHU,919064,63,edm;electro house
0deIjoDjl9g9Zpw0sCIOHh,Valentino Khan,241517,51,brostep;edm;electro house;electronic trap;moombahton
5ttgIeUVka6FLyi00Uu5h8,Jauz,388850,53,brostep;edm;electro house
6jJ0s89eD6GaHleKKya26X,Katy Perry,34135692,85,pop
6oMuImdp5ZcFhWP0ESe6mG,Migos,13959156,76,atl hip hop;hip hop;pop rap;rap;southern hip hop;trap
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,15003576,86,lgbtq+ hip hop;neo soul
2FmzVitXZjIkFolH8HXd4j,Flosstradamus,283757,43,brostep;edm;electro house;electronic trap;mashup
0gusqTJKxtU1UTmNRMHZcv,Dizzee Rascal,491015,61,grime;instrumental grime
34v5MVKeQnIo0CWYMbbrPf,John Newman,741689,70,dance pop
5EehXjjMktLuJmbRsM7YfB,Disciples,241475,66,house;pop dance;uk dance
5nki7yRhxgM509M5ADlN1p,Oliver Heldens,1033687,69,dutch house;edm;electro house;future house;house;pop dance;progressive electro house;progressive house
4Ui2kfOqGujY81UcPrb5KE,HAIM,1331471,63,indietronica;metropopolis
6eUtrZgzxqbV7zMxzN3Sz2,twoloud,156062,40,dutch house;edm;electro house;melbourne bounce;pop dance;progressive electro house;sky room
4AVFqumd2ogHFlRbKIjp1t,Alesso,3923709,75,dance pop;edm;pop;pop dance;progressive electro house
5880xHG9leYNwQ0Hl5JeOF,KillSonik,6265,23,filthstep;moombahton
6Vh6UDWfu9PUSXSzAaB3CW,Example,317510,56,hip house;talent show;uk dance
6d7AYr4nvqHPhfPaDLLeRU,Qulinez,49091,34,dutch house;electro house;melbourne bounce;progressive electro house;sky room
6YU46EAAs1wUPfSPVXu5ZA,Nero,1137,27,unknown
53UXMZxwzQyV4j7tZaVF58,Sandro Silva,96018,46,big room;dutch house;electro house;progressive electro house
5PzvgD5FRnWpc5fGOLoNVO,Dave Spoon,3430,26,unknown
0bxHci3JIhhKA53n8rH3tT,High Contrast,217197,53,drum and bass;uk dance;uk dnb
6NaTOhsj6iiUNONPrE980Z,Fake Blood,59447,47,fidget house
2CIMQHirSU0MQqyYHq0eOx,deadmau5,2797219,67,canadian electronic;complextro;edm;electro house;pop dance;progressive house
5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,633871,65,dutch house;edm;electro house;house;pop dance;progressive electro house;progressive house
67tgMwUfnmqzYsNAtnP6YJ,Groove Armada,682750,57,big beat;electronica;nu skool breaks;trip hop
0nuEpaqYFyVW97ypQsg96t,The Glimmers,6569,22,unknown
44drVL4jbdo6T6llD5cMgx,McClenney,58968,33,indie r&b;indie soul;neo r&b
2l35CQqtYRh3d8ZIiBep4v,MKTO,1070529,65,pop;post-teen pop
6c0mTNAxJxlp9HpKTUZwA8,ALMA,226224,53,electropop
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,8371478,72,dance pop;pop;uk pop
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,903516,64,british soul
2QSPrJfYeRXaltEEiriXN9,Tove Styrke,158169,47,electropop;swedish electropop;swedish pop;swedish synthpop
56oDRnqbIiwx4mymNEv7dS,Lizzo,5723832,70,escape room;minnesota hip hop;pop;trap queen
67xyhWIvYQK5qr6b0gElst,Rae Morris,69219,45,art pop;gauze pop;neo-singer-songwriter
4bL2B6hmLlMWnUEZnorEtG,Felix Jaehn,1281079,75,edm;german dance;pop dance;tropical house;uk dance
1ocnIbhFWM9bSPrd7Hu4zF,Punctual,47812,63,pop dance;uk dance
67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,573778,75,alt z
5MmVJVhhYKQ86izuGHzJYA,MIKA,1385056,66,electropop
6n5ccknvteaKfN4WA2qf3C,Illyus & Barrientos,36761,37,circuit;house;tech house;uk house
3S0tlB4fE7ChxI2pWz8Xip,Giggs,512902,61,grime;london rap;uk hip hop
